Date,Open,High,Low,Close,Adj Close,Volume
25/10/2004,4.393531799,4.842598915,4.2976408,4.667504787,4.667504787,1315480331
26/10/2004,4.641104221,4.798016071,4.483195782,4.528028011,4.528028011,895628499
27/10/2004,4.550941944,4.720306873,4.527280807,4.631888866,4.631888866,536262538
28/10/2004,4.649571896,4.841601849,4.622673035,4.814454079,4.814454079,596097978
29/10/2004,4.953681946,4.980082989,4.747206211,4.748202801,4.748202801,849672890
01/11/2004,4.820681095,4.923295975,4.763894081,4.88244915,4.88244915,490828877
02/11/2004,4.950942993,4.962648869,4.815451145,4.853558064,4.853558064,455553149
03/11/2004,4.935998917,5.021179199,4.75094223,4.773856163,4.773856163,557630330
04/11/2004,4.693408012,4.74222517,4.566633224,4.60025692,4.60025692,578544429
05/11/2004,4.532511234,4.540481091,4.198015213,4.217939854,4.217939854,796297573
08/11/2004,4.257293224,4.369622231,4.219184875,4.2976408,4.2976408,449349985
09/11/2004,4.336246967,4.363644123,4.116321087,4.201751232,4.201751232,444226854
10/11/2004,4.250816822,4.296894073,4.14272213,4.180829048,4.180829048,427355853
11/11/2004,4.212460995,4.576595783,4.173605919,4.558413982,4.558413982,601666773
12/11/2004,4.613458157,4.727281094,4.418438911,4.533009052,4.533009052,672354740
15/11/2004,4.494403839,4.690419197,4.452063084,4.604491234,4.604491234,477844390
16/11/2004,4.420928955,4.469995022,4.254802227,4.297391891,4.297391891,839832142
17/11/2004,4.209721088,4.420928955,4.209222794,4.296395779,4.296395779,728034662
18/11/2004,4.241352081,4.344216824,4.127778053,4.172859192,4.172859192,667677273
19/11/2004,4.211712837,4.233631134,4.147453785,4.219184875,4.219184875,352086780
22/11/2004,4.096395969,4.221675873,4.017691135,4.112086773,4.112086773,496582362
23/11/2004,4.183568954,4.254802227,4.146955967,4.172360897,4.172360897,498393124
24/11/2004,4.354178905,4.413705826,4.296645164,4.352684975,4.352684975,613531078
26/11/2004,4.3785882,4.483942986,4.366632938,4.468002796,4.468002796,260175560
29/11/2004,4.492162228,4.556670189,4.421177864,4.509347916,4.509347916,428263241
30/11/2004,4.500879765,4.557916164,4.489422798,4.532511234,4.532511234,309154460
01/12/2004,4.53176403,4.545462132,4.471988201,4.482200146,4.482200146,315743063
02/12/2004,4.480704784,4.520804882,4.447081089,4.468252182,4.468252182,251374696
03/12/2004,4.481951237,4.509596825,4.423419952,4.493158817,4.493158817,235647968
06/12/2004,4.461526871,4.500630856,4.384067059,4.390791893,4.390791893,251097661
07/12/2004,4.383568764,4.388551235,4.247828007,4.269745827,4.269745827,275866153
08/12/2004,4.242846966,4.325786114,4.202497959,4.233631134,4.233631134,302802741
09/12/2004,4.240355968,4.321302891,4.196022034,4.319559097,4.319559097,307307563
10/12/2004,4.319559097,4.35567379,4.266259193,4.275225163,4.275225163,173335277
13/12/2004,4.288177013,4.313333035,4.220430851,4.245337009,4.245337009,193466452
14/12/2004,4.259036064,4.453805923,4.22416687,4.450568199,4.450568199,445198482
15/12/2004,4.433134079,4.500380993,4.400008202,4.477715969,4.477715969,460559845
16/12/2004,4.407230854,4.495399952,4.382324219,4.395275116,4.395275116,344197318
17/12/2004,4.402497768,4.495648861,4.397267818,4.485188007,4.485188007,296555412
20/12/2004,4.533009052,4.69390583,4.529770851,4.608226776,4.608226776,394854485
21/12/2004,4.640357018,4.679460049,4.567877769,4.576595783,4.576595783,221479058
22/12/2004,4.580331802,4.65380621,4.558165073,4.640108109,4.640108109,156865776
23/12/2004,4.668749809,4.697392941,4.63263607,4.679957867,4.679957867,145125936
27/12/2004,4.711091995,4.814454079,4.70984602,4.779833794,4.779833794,245079187
28/12/2004,4.784814835,4.820681095,4.757418156,4.801004887,4.801004887,166453579
29/12/2004,4.776596069,4.819933891,4.776596069,4.804491997,4.804491997,107525527
30/12/2004,4.806234837,4.937243938,4.778339863,4.921553135,4.921553135,237057231
31/12/2004,4.962151051,4.978340149,4.796022892,4.80175209,4.80175209,307889737
03/01/2005,4.91657114,5.071989059,4.868253231,5.048826218,5.048826218,636143518
04/01/2005,5.016198158,5.054305077,4.818936825,4.844342232,4.844342232,552298420
05/01/2005,4.818190098,4.904118061,4.787804127,4.819684982,4.819684982,330698912
06/01/2005,4.858788013,4.879211903,4.675475121,4.696147919,4.696147919,417041336
07/01/2005,4.748202801,4.838116169,4.701876163,4.828153133,4.828153133,387964757
10/01/2005,4.844342232,4.934006214,4.777841091,4.858290195,4.858290195,302714411
11/01/2005,4.872238159,4.924293041,4.811464787,4.820432186,4.820432186,279391317
12/01/2005,4.840107918,4.879959106,4.744716167,4.866260052,4.866260052,328338096
13/01/2005,4.866260052,4.916322231,4.833134174,4.86501503,4.86501503,275002929
14/01/2005,4.881701946,4.981577873,4.835126877,4.980582237,4.980582237,387057368
18/01/2005,5.005487919,5.106359959,4.947954178,5.078464985,5.078464985,528878966
19/01/2005,5.097145081,5.113334179,4.899385929,4.914081097,4.914081097,451995865
20/01/2005,4.794528961,4.887928963,4.782075882,4.829895973,4.829895973,361413608
21/01/2005,4.845337868,4.865762234,4.685438156,4.689423084,4.689423084,371724110
24/01/2005,4.699635029,4.715575218,4.491166115,4.50112915,4.50112915,563010421
25/01/2005,4.531515121,4.53898716,4.390791893,4.411465168,4.411465168,427966132
26/01/2005,4.465013981,4.717566967,4.462025166,4.71333313,4.71333313,494161321
27/01/2005,4.701377869,4.703868866,4.612709999,4.684442043,4.684442043,266089645
28/01/2005,4.732759953,4.849324226,4.641104221,4.740730762,4.740730762,490158373
31/01/2005,4.824168205,4.890668869,4.775102139,4.872238159,4.872238159,385306832
01/02/2005,4.84135294,4.898140907,4.747953892,4.779584885,4.779584885,756384528
02/02/2005,5.368627071,5.399759769,5.072486877,5.129772186,5.129772186,1316889593
03/02/2005,5.130519867,5.314331055,5.126036167,5.251814842,5.251814842,521471303
04/02/2005,5.142475128,5.17435503,5.046085835,5.089921951,5.089921951,594993855
07/02/2005,5.112338066,5.140730858,4.869497776,4.88244915,4.88244915,520359150
08/02/2005,4.905612946,4.981826782,4.845088959,4.947455883,4.947455883,460921194
09/02/2005,5.000257969,5.021179199,4.718812943,4.771615028,4.771615028,689434520
10/02/2005,4.781328201,4.787305832,4.613955975,4.681951046,4.681951046,762154073
11/02/2005,4.649074078,4.790046215,4.63437891,4.667504787,4.667504787,526606480
14/02/2005,4.554180145,4.80897522,4.508102894,4.806733131,4.806733131,1548269624
15/02/2005,4.821926117,4.977344036,4.80897522,4.862524033,4.862524033,1035177611
16/02/2005,4.849324226,4.964641094,4.839361191,4.941727161,4.941727161,663770685
17/02/2005,4.927280903,4.975101948,4.901876926,4.929025173,4.929025173,418137429
18/02/2005,4.944218159,4.952436924,4.898140907,4.930270195,4.930270195,340708289
22/02/2005,4.894155979,4.953930855,4.741975784,4.766384125,4.766384125,541369609
23/02/2005,4.814454079,4.843843937,4.698886871,4.830644131,4.830644131,625776806
24/02/2005,4.567131042,4.728526115,4.538737774,4.70461607,4.70461607,1036442333
25/02/2005,4.711091995,4.730269909,4.620430946,4.629397869,4.629397869,400435325
28/02/2005,4.63263607,4.729023933,4.628900051,4.682199955,4.682199955,313908211
01/03/2005,4.714579105,4.726036072,4.533009052,4.634130001,4.634130001,373844027
02/03/2005,4.631390095,4.674230099,4.591788769,4.612212181,4.612212181,292512314
03/03/2005,4.635873795,4.676221848,4.590544224,4.657791138,4.657791138,305484756
04/03/2005,4.65007019,4.663768768,4.609473228,4.630145073,4.630145073,271979640
07/03/2005,4.676970005,4.722300053,4.658289909,4.70262289,4.70262289,347995502
08/03/2005,4.70984602,4.728526115,4.606982231,4.612709999,4.612709999,323050350
09/03/2005,4.588053226,4.599011898,4.487181187,4.516819954,4.516819954,456119263
10/03/2005,4.508351803,4.513083935,4.418438911,4.482697964,4.482697964,440063306
11/03/2005,4.49415493,4.506856918,4.412211895,4.428400993,4.428400993,322335682
14/03/2005,4.44160223,4.44334507,4.298140049,4.358414173,4.358414173,447535208
15/03/2005,4.36613512,4.483195782,4.33898592,4.448575974,4.448575974,418446584
16/03/2005,4.401003838,4.448575974,4.358911991,4.373607159,4.373607159,285317446
17/03/2005,4.411714077,4.474228859,4.3785882,4.465511799,4.465511799,331662510
18/03/2005,4.453557014,4.493158817,4.441103935,4.484191895,4.484191895,284663002
21/03/2005,4.465013981,4.537242889,4.414702892,4.505114079,4.505114079,300470030
22/03/2005,4.512586117,4.531515121,4.429646969,4.448327065,4.448327065,226112360
23/03/2005,4.43263483,4.489172935,4.43263483,4.457790852,4.457790852,194526410
24/03/2005,4.500630856,4.504615784,4.463271141,4.464516163,4.464516163,148763520
28/03/2005,4.525039196,4.602747917,4.506856918,4.518562794,4.518562794,350830087
29/03/2005,4.509347916,4.564889908,4.435125828,4.472486019,4.472486019,259890496
30/03/2005,4.499135971,4.519310951,4.473233223,4.494403839,4.494403839,250378977
31/03/2005,4.432137012,4.517816067,4.424416065,4.49589777,4.49589777,271758815
01/04/2005,4.527031898,4.556670189,4.482946873,4.484191895,4.484191895,248206866
04/04/2005,4.481951237,4.615698814,4.479210854,4.614952087,4.614952087,324266893
05/04/2005,4.67572403,4.73873806,4.671739101,4.696646214,4.696646214,350777892
06/04/2005,4.71333313,4.723545074,4.67198801,4.712834835,4.712834835,210891521
07/04/2005,4.701876163,4.847331047,4.698389053,4.825911045,4.825911045,389141150
08/04/2005,4.824168205,4.859285831,4.768376827,4.783320904,4.783320904,205431131
11/04/2005,4.809224129,4.851813793,4.790046215,4.812710762,4.812710762,217231195
12/04/2005,4.80698204,4.842350006,4.717566967,4.83089304,4.83089304,293881426
13/04/2005,4.818687916,4.839859009,4.725537777,4.805239201,4.805239201,263214910
14/04/2005,4.813706875,4.840855122,4.734753132,4.768376827,4.768376827,247030473
15/04/2005,4.734753132,4.740730762,4.599260807,4.607728958,4.607728958,464831797
18/04/2005,4.597268105,4.679460049,4.570119858,4.656795025,4.656795025,262994085
19/04/2005,4.715575218,4.782075882,4.683196068,4.767131805,4.767131805,338463908
20/04/2005,4.945960999,4.993782043,4.879460812,4.934006214,4.934006214,620376641
21/04/2005,4.991789818,5.105862141,4.964392185,5.086434841,5.086434841,712737539
22/04/2005,5.551691055,5.579088211,5.33649683,5.375102997,5.375102997,1333182435
25/04/2005,5.425165176,5.597518921,5.417693138,5.567381859,5.567381859,796574608
26/04/2005,5.484941006,5.52927494,5.436871052,5.448328018,5.448328018,693469588
27/04/2005,5.429399014,5.500631809,5.398265839,5.473981857,5.473981857,412131000
28/04/2005,5.467008114,5.531267166,5.422424793,5.465763092,5.465763092,348613811
29/04/2005,5.527032852,5.535501957,5.425165176,5.479462147,5.479462147,368182886
02/05/2005,5.530519962,5.571616173,5.484692097,5.53649807,5.53649807,392160425
03/05/2005,5.525538921,5.682450771,5.512338161,5.63363409,5.63363409,713873782
04/05/2005,5.659536839,5.725539207,5.653808117,5.691167831,5.691167831,485151677
05/05/2005,5.694157124,5.694157124,5.625913143,5.653309822,5.653309822,301509913
06/05/2005,5.688676834,5.709847927,5.640607834,5.679213047,5.679213047,271570110
09/05/2005,5.678715229,5.691167831,5.614705086,5.629399776,5.629399776,222302131
10/05/2005,5.615701199,5.673733234,5.597021103,5.673733234,5.673733234,254783425
11/05/2005,5.702874184,5.777842999,5.676970959,5.760657787,5.760657787,460873014
12/05/2005,5.748702049,5.784070015,5.683695793,5.696648121,5.696648121,359269602
13/05/2005,5.708105087,5.755675793,5.661777973,5.709599018,5.709599018,297731805
16/05/2005,5.720558167,5.768877029,5.692912102,5.754680157,5.754680157,228107811
17/05/2005,5.742475986,5.814455986,5.733509064,5.80648613,5.80648613,313526787
18/05/2005,5.818440914,5.976847172,5.816198826,5.956673145,5.956673145,494325936
19/05/2005,5.986063004,6.006734848,5.934505939,5.957170963,5.957170963,390116793
20/05/2005,6.007731915,6.019188881,5.968876839,6.017693996,6.017693996,327763952
23/05/2005,6.056300163,6.428404808,6.045092106,6.362401962,6.362401962,858738744
24/05/2005,6.400011063,6.611219883,6.31383419,6.376101017,6.376101017,1166078427
25/05/2005,6.2946558,6.500135899,6.242352009,6.495902061,6.495902061,725023418
26/05/2005,6.499638081,6.569375992,6.433385849,6.455801964,6.455801964,543895039
27/05/2005,6.487184048,6.626412868,6.457046986,6.625166893,6.625166893,489190760
31/05/2005,6.710597038,6.934010029,6.709103107,6.905865192,6.905865192,892805959
01/06/2005,7.053562164,7.294907093,7.024171829,7.173112869,7.173112869,1412944285
02/06/2005,7.191295147,7.217446804,7.088430882,7.170622826,7.170622826,721658854
03/06/2005,7.142975807,7.20549202,6.909351826,6.980336189,6.980336189,754108027
06/06/2005,7.033387184,7.316327095,7.01943922,7.246338844,7.246338844,904413304
07/06/2005,7.399764061,7.461781025,7.230399132,7.300634861,7.300634861,976566743
08/06/2005,7.29391098,7.302379131,6.924046993,6.962901115,6.962901115,1031889331
09/06/2005,7.091420174,7.185566902,6.987808228,7.131021023,7.131021023,660109011
10/06/2005,7.147957802,7.155180931,6.974358082,7.03612709,7.03612709,509767599
13/06/2005,6.969377041,7.078218937,6.887185097,7.042354107,7.042354107,514047581
14/06/2005,6.938742161,7.004744053,6.917819977,6.932764053,6.932764053,405189077
15/06/2005,6.849327087,6.906611919,6.660783768,6.844346046,6.844346046,838454999
16/06/2005,6.830895901,6.931519032,6.801257133,6.91009903,6.91009903,500364485
17/06/2005,6.948954105,6.981331825,6.871743202,6.981331825,6.981331825,418940428
20/06/2005,6.876474857,7.164894104,6.76788187,7.140735149,7.140735149,844140229
21/06/2005,7.17485714,7.230399132,7.097646236,7.169127941,7.169127941,607560783
22/06/2005,7.214707851,7.28071022,7.189801216,7.20549202,7.20549202,420530365
23/06/2005,7.173112869,7.342728138,7.135753155,7.215703964,7.215703964,564363474
24/06/2005,7.245343208,7.422180176,7.212465763,7.40350008,7.40350008,713512433
27/06/2005,7.444595814,7.583325863,7.319066048,7.574110031,7.574110031,714785186
28/06/2005,7.628407001,7.70238018,7.521805763,7.521805763,7.521805763,764314139
29/06/2005,7.534259796,7.581083775,7.276475906,7.290672779,7.290672779,734691521
30/06/2005,7.331021786,7.445343018,7.248829842,7.326289177,7.326289177,606039101
01/07/2005,7.348455906,7.378344059,7.203499794,7.254059792,7.254059792,370487492
05/07/2005,7.275230885,7.371868134,7.228654861,7.365143776,7.365143776,300883574
06/07/2005,7.404745102,7.41221714,7.257297993,7.260785103,7.260785103,321211484
07/07/2005,7.207734108,7.367384911,7.185815811,7.360909939,7.360909939,428484066
08/07/2005,7.378592968,7.409727097,7.323799133,7.37809515,7.37809515,299422117
11/07/2005,7.382328987,7.387310982,7.24833107,7.306364059,7.306364059,336869956
12/07/2005,7.307360172,7.332516193,7.246089935,7.267261028,7.267261028,235475323
13/07/2005,7.285441875,7.453063965,7.275230885,7.443600178,7.443600178,459230882
14/07/2005,7.604994774,7.640112877,7.473736763,7.494160175,7.494160175,428307406
15/07/2005,7.502877235,7.556675911,7.466514111,7.501632214,7.501632214,338801168
18/07/2005,7.47199297,7.519316196,7.415953159,7.460536003,7.460536003,249242734
19/07/2005,7.524297237,7.729776859,7.516825199,7.718568802,7.718568802,506748324
20/07/2005,7.610723019,7.786066055,7.516825199,7.77087307,7.77087307,574561556
21/07/2005,7.821930885,7.915330887,7.751196861,7.819191933,7.819191933,794543021
22/07/2005,7.630648136,7.70238018,7.380586147,7.531768799,7.531768799,938978379
25/07/2005,7.53151989,7.553936005,7.346464157,7.368630886,7.368630886,387800142
26/07/2005,7.347709179,7.422180176,7.274981976,7.37460804,7.37460804,394147846
27/07/2005,7.415703773,7.427907944,7.282702923,7.395530224,7.395530224,289798178
28/07/2005,7.407485008,7.407485008,7.304619789,7.310100079,7.310100079,237912424
29/07/2005,7.276226997,7.293662071,7.147957802,7.167136192,7.167136192,335785908
01/08/2005,7.176102161,7.285192966,7.175603867,7.263026237,7.263026237,227344963
02/08/2005,7.262776852,7.460038185,7.250822067,7.451818943,7.451818943,292701018
03/08/2005,7.422180176,7.465019226,7.36240387,7.404745102,7.404745102,238113174
04/08/2005,7.361158848,7.447085857,7.35368681,7.415454865,7.415454865,210245108
05/08/2005,7.409727097,7.434882164,7.255554199,7.281456947,7.281456947,238478538
08/08/2005,7.312591076,7.363648891,7.235130787,7.254059792,7.254059792,179943955
09/08/2005,7.271743774,7.289677143,7.185815811,7.262030125,7.262030125,232038489
10/08/2005,7.255304813,7.280959129,7.095405102,7.115330219,7.115330219,276191367
11/08/2005,7.120560169,7.137745857,6.989302158,7.074731827,7.074731827,301722708
12/08/2005,7.057547092,7.227908134,7.014707088,7.215952873,7.215952873,264423423
15/08/2005,7.217945099,7.291917801,7.067758083,7.073486805,7.073486805,328213631
16/08/2005,7.095405102,7.167882919,7.057047844,7.114583015,7.114583015,285433881
17/08/2005,7.111095905,7.137496948,7.073486805,7.100883961,7.100883961,155914222
18/08/2005,6.871992111,6.98631382,6.849327087,6.973610878,6.973610878,476692087
19/08/2005,6.99851799,7.009974957,6.964396,6.973859787,6.973859787,222547046
22/08/2005,7.004744053,7.010472775,6.808230877,6.824668884,6.824668884,273541472
23/08/2005,6.878219128,6.967384815,6.827408791,6.963398933,6.963398933,233740846
24/08/2005,6.913337231,7.092166901,6.88544178,7.03786993,7.03786993,345012362
25/08/2005,7.037372112,7.073486805,6.97311306,7.038368225,7.038368225,175720183
26/08/2005,7.060534954,7.098892212,7.040112019,7.063025951,7.063025951,150775031
29/08/2005,7.029651165,7.201008797,7.029651165,7.184320927,7.184320927,237005036
30/08/2005,7.157919884,7.21072197,7.120310783,7.154932022,7.154932022,192398464
31/08/2005,7.178842068,7.185566902,7.082452774,7.123300076,7.123300076,202114747
01/09/2005,7.121058941,7.16065979,7.098392963,7.129527092,7.129527092,110095123
02/09/2005,7.136003017,7.222678185,7.134259224,7.184320927,7.184320927,137894934
06/09/2005,7.198019981,7.207734108,7.143225193,7.15094614,7.15094614,169123549
07/09/2005,7.120560169,7.359912872,7.105367184,7.344222069,7.344222069,301104399
08/09/2005,7.343225956,7.454060078,7.306612968,7.35717392,7.35717392,265523531
09/09/2005,7.404246807,7.449576855,7.386313915,7.449327946,7.449327946,176278267
12/09/2005,7.515580177,7.756426811,7.496900082,7.714583874,7.714583874,417017246
13/09/2005,7.696153164,7.858792782,7.625667095,7.762903214,7.762903214,413540262
14/09/2005,7.689427853,7.802752972,7.479465008,7.546712875,7.546712875,452722579
15/09/2005,7.460038185,7.640112877,7.419938087,7.537249088,7.537249088,620966845
16/09/2005,7.572117805,7.584073067,7.468754768,7.47697401,7.47697401,304328438
19/09/2005,7.496900082,7.621432781,7.489676952,7.566389084,7.566389084,231339881
20/09/2005,7.6251688,7.753437996,7.602254868,7.669004917,7.669004917,375441994
21/09/2005,7.681457996,7.814709187,7.620437145,7.768382072,7.768382072,406305245
22/09/2005,7.758419991,7.950698853,7.725294113,7.755181789,7.755181789,522206047
23/09/2005,7.795780182,7.900636196,7.785568237,7.854558945,7.854558945,340623975
26/09/2005,7.957673073,7.993786812,7.784821033,7.827660084,7.827660084,397259466
27/09/2005,7.844347,7.930523872,7.805243969,7.819191933,7.819191933,275954483
28/09/2005,7.826166153,7.848083019,7.611470222,7.621432781,7.621432781,321095049
29/09/2005,7.638370037,7.738992214,7.623425961,7.711595058,7.711595058,225393676
30/09/2005,7.826166153,7.907858849,7.778096199,7.8819561,7.8819561,367424053
03/10/2005,7.811470985,7.972866058,7.790548801,7.937249184,7.937249184,367785402
04/10/2005,7.96888113,8.002006531,7.739490032,7.745965958,7.745965958,367143003
05/10/2005,7.788057804,7.843101978,7.671246052,7.738742828,7.738742828,334384676
06/10/2005,7.824172974,7.832641125,7.723300934,7.789553165,7.789553165,320950509
07/10/2005,7.840362072,7.887187004,7.734508991,7.795529842,7.795529842,271827070
10/10/2005,7.803501129,7.841110229,7.699889183,7.737248898,7.737248898,223723439
11/10/2005,7.736252785,7.787062168,7.593039036,7.623923779,7.623923779,342984790
12/10/2005,7.601508141,7.651072025,7.447085857,7.496152878,7.496152878,373643277
13/10/2005,7.521805763,7.521805763,7.239862919,7.408232212,7.408232212,424292413
14/10/2005,7.469501972,7.477722168,7.286190033,7.375853062,7.375853062,342041267
17/10/2005,7.409727097,7.601508141,7.336501122,7.596526146,7.596526146,303802474
18/10/2005,7.595530033,7.670249939,7.54023695,7.553687096,7.553687096,284173173
19/10/2005,7.571619987,7.717822075,7.570622921,7.688681126,7.688681126,281479113
20/10/2005,7.72081089,7.749204159,7.502130032,7.551693916,7.551693916,558553779
21/10/2005,8.612716675,8.628409386,8.293911934,8.46576786,8.46576786,919128253
24/10/2005,8.552193642,8.69989109,8.52280426,8.683700562,8.683700562,378682093
25/10/2005,8.612218857,8.652567863,8.539491653,8.640363693,8.640363693,276163262
26/10/2005,8.62467289,8.866765022,8.622430801,8.852816582,8.852816582,357635500
27/10/2005,8.881709099,8.893913269,8.759167671,8.793540001,8.793540001,206145800
28/10/2005,8.848583221,8.940239906,8.842356682,8.920812607,8.920812607,237025111
31/10/2005,8.972369194,9.33376503,8.954188347,9.26875782,9.26875782,575866428
01/11/2005,9.261784554,9.561660767,9.190800667,9.449083328,9.449083328,656696267
02/11/2005,9.506866455,9.589057922,9.394039154,9.456555367,9.456555367,424200069
03/11/2005,9.524550438,9.628410339,9.498895645,9.612718582,9.612718582,299052737
04/11/2005,9.713092804,9.758173943,9.600266457,9.724301338,9.724301338,354319116
07/11/2005,9.840615273,9.899643898,9.767140388,9.838871002,9.838871002,385098052
08/11/2005,9.819443703,9.852819443,9.67822361,9.711099625,9.711099625,317084071
09/11/2005,9.630652428,9.671001434,9.415458679,9.443353653,9.443353653,420245300
10/11/2005,9.423678398,9.747215271,9.400514603,9.740987778,9.740987778,366516664
11/11/2005,9.841113091,9.885446548,9.684947968,9.723553658,9.723553658,283615089
14/11/2005,9.766392708,9.918324471,9.75169754,9.887189865,9.887189865,313486637
15/11/2005,9.822682381,9.887937546,9.737252235,9.783329964,9.783329964,346289130
16/11/2005,9.868012428,9.934015274,9.815957069,9.9165802,9.9165802,349111670
17/11/2005,10.0074892,10.05755234,9.950950623,10.04858494,10.04858494,369869183
18/11/2005,10.04958153,10.0747366,9.958922386,9.967887878,9.967887878,282077347
21/11/2005,9.94198513,10.21122646,9.800515175,10.19578362,10.19578362,414953540
22/11/2005,10.17809963,10.39379215,10.11782646,10.37287045,10.37287045,385278727
23/11/2005,10.38706684,10.57835007,10.35568428,10.53202343,10.53202343,404912042
25/11/2005,10.60475063,10.67872429,10.59279633,10.67548561,10.67548561,194329675
28/11/2005,10.70537376,10.74074078,10.52156258,10.54746628,10.54746628,441986487
29/11/2005,10.57187366,10.62019253,10.01595783,10.05082703,10.05082703,863054861
30/11/2005,10.06875992,10.17311859,9.852071762,10.08494854,10.08494854,626202395
01/12/2005,10.19179916,10.34721565,10.16913414,10.31359196,10.31359196,391257051
02/12/2005,10.38457584,10.44908428,10.30786419,10.40350533,10.40350533,302870996
05/12/2005,10.38607025,10.39852428,10.06925774,10.10836124,10.10836124,413118688
06/12/2005,10.17934513,10.37137604,10.00499916,10.07573414,10.07573414,607279734
07/12/2005,10.11608219,10.12953186,9.937999725,10.06776428,10.06776428,468385066
08/12/2005,10.09466267,10.2279129,10.02841091,10.2279129,10.2279129,357735875
09/12/2005,10.33625698,10.35568428,10.17585754,10.19179916,10.19179916,306881974
12/12/2005,10.32704163,10.34148788,10.21047878,10.27672958,10.27672958,279046027
13/12/2005,10.27399063,10.41097736,10.25257111,10.39827538,10.39827538,327775997
14/12/2005,10.38706684,10.45406628,10.34846115,10.43488693,10.43488693,266210095
15/12/2005,10.43862343,10.5389967,10.37361717,10.52430153,10.52430153,242738446
16/12/2005,10.59379196,10.77212334,10.52928352,10.71359253,10.71359253,655668429
19/12/2005,10.7646513,11.11359406,10.46352959,10.57536125,10.57536125,880760980
20/12/2005,10.65655708,10.7646513,10.57710361,10.70338058,10.70338058,404899997
21/12/2005,10.79827499,10.88071632,10.47847366,10.61844921,10.61844921,450558497
